"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 24, 2020","174.55","172.18","174.55","170.75","34.31M","1.83%"
"Apr 23, 2020","171.42","174.11","175.03","171.09","32.79M","-1.21%"
"Apr 22, 2020","173.52","171.46","173.96","170.88","34.65M","3.40%"
"Apr 21, 2020","167.82","172.85","173.53","166.14","56.20M","-4.14%"
"Apr 20, 2020","175.06","176.40","178.70","175.00","36.67M","-1.98%"
"Apr 17, 2020","178.60","179.53","179.93","175.92","52.77M","0.88%"
"Apr 16, 2020","177.04","174.48","177.25","172.94","50.48M","3.00%"
"Apr 15, 2020","171.88","170.69","173.55","169.26","40.94M","-1.05%"
"Apr 14, 2020","173.70","168.86","173.73","168.01","52.87M","4.95%"
"Apr 13, 2020","165.51","164.19","165.51","162.31","41.91M","0.22%"
"Apr 09, 2020","165.14","166.50","167.30","163.39","51.43M","0.01%"
"Apr 08, 2020","165.13","165.86","166.62","163.73","48.32M","1.00%"
"Apr 07, 2020","163.49","169.91","169.91","163.42","62.77M","-1.08%"
"Apr 06, 2020","165.27","160.57","166.49","157.63","67.11M","7.44%"
"Apr 03, 2020","153.83","155.20","157.35","152.22","41.24M","-0.92%"
"Apr 02, 2020","155.26","151.80","155.45","150.37","49.63M","2.07%"
"Apr 01, 2020","152.11","153.01","157.75","150.82","57.97M","-3.55%"
"Mar 31, 2020","157.71","159.75","164.75","156.63","77.93M","-1.57%"
"Mar 30, 2020","160.23","152.44","160.60","150.01","63.42M","7.03%"
"Mar 27, 2020","149.70","151.75","154.88","149.24","57.04M","-4.11%"
"Mar 26, 2020","156.11","149.00","156.60","149.00","64.69M","6.26%"
"Mar 25, 2020","146.92","149.00","154.30","144.59","75.64M","-0.96%"
"Mar 24, 2020","148.34","143.99","149.56","141.29","82.52M","9.09%"
"Mar 23, 2020","135.98","137.01","140.57","132.52","78.98M","-1.00%"
"Mar 20, 2020","137.35","146.00","147.10","135.86","84.87M","-3.76%"
"Mar 19, 2020","142.71","142.39","150.07","139.10","85.92M","1.65%"
"Mar 18, 2020","140.40","137.00","145.90","135.07","81.59M","-4.21%"
"Mar 17, 2020","146.57","140.00","147.50","135.00","81.06M","8.23%"
"Mar 16, 2020","135.42","140.00","149.35","135.00","87.91M","-14.74%"
"Mar 13, 2020","158.83","147.50","161.91","140.73","92.73M","14.22%"
"Mar 12, 2020","139.06","145.30","153.47","138.58","93.23M","-9.48%"
"Mar 11, 2020","153.63","157.13","157.70","151.15","56.50M","-4.53%"
"Mar 10, 2020","160.92","158.16","161.03","152.58","65.35M","6.84%"
"Mar 09, 2020","150.62","151.00","157.75","150.00","70.42M","-6.78%"
"Mar 06, 2020","161.57","162.61","163.11","156.00","72.82M","-2.83%"
"Mar 05, 2020","166.27","166.04","170.87","165.69","47.82M","-2.51%"
"Mar 04, 2020","170.55","168.49","170.70","165.62","49.81M","3.67%"
"Mar 03, 2020","164.51","173.80","175.00","162.26","71.68M","-4.79%"
"Mar 02, 2020","172.79","165.31","172.92","162.31","71.03M","6.65%"
"Feb 28, 2020","162.01","152.41","163.71","152.00","97.07M","2.42%"
"Feb 27, 2020","158.18","163.32","167.03","157.98","93.17M","-7.05%"
